,position,song,artist,popularity,duration_ms,album_type,release_date
21612,13,Santa,Rvssian,84,193038,single,2024-04-03
21613,14,LUNA,Feid,91,196800,album,2023-12-01
21614,15,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21615,16,AMARGURA,KAROL G,87,170480,album,2023-02-24
21616,17,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,67,218400,single,2024-06-27
21617,18,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21618,19,FRIKI,Gonzy,77,189066,single,2024-04-18
21619,20,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21620,21,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21621,22,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21622,23,YOTULOKO,Omar Montes & Rels B,72,213699,single,2024-07-11
21623,24,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21624,25,Columbia,Quevedo,84,186000,single,2023-07-07
21625,26,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21627,28,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21628,29,El Merengue,Marshmello,81,189668,album,2023-11-03
21629,30,TQG,KAROL G,83,197933,album,2023-02-24
21630,31,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21631,32,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21632,33,Potra Salvaje,Isabel Aaiún,65,199624,album,2024-02-09
21634,35,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,66,230857,single,2024-07-11
21635,36,2xLL,JC Reyes & YOVNGCHIMI & Slayter,69,178909,single,2024-07-05
21636,37,MI EX TENÍA RAZÓN,KAROL G,84,154374,album,2023-08-10
21637,38,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21638,39,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21639,40,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21640,41,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21641,42,MIENTRAS ME CURO DEL CORA,KAROL G,81,164386,album,2023-02-24
21642,43,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21643,44,Diabólica,Cris Mj,77,192000,album,2023-11-09
21644,45,PROVENZA,KAROL G,82,207626,album,2023-02-24
21645,46,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21646,47,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21647,48,TU$$I (with Dei V),YOVNGCHIMI,76,163200,album,2023-12-08
21648,49,RUEDA,Rvfv,67,213120,album,2024-05-31
21649,50,la raíz d€l mal,Cruz Cafuné,61,133767,single,2024-07-19
21650,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21651,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21652,3,HAY LUPITA,Lomiiel,83,105836,single,2024-03-28
21653,4,Ohnana,Kapo,84,156577,single,2024-06-06
21655,6,Tu Silueta,Diegote,75,170480,single,2024-07-12
21656,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21657,8,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21658,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21659,10,LA FALDA,Myke Towers,87,174229,album,2023-09-18
21660,11,QLONA,KAROL G,87,172797,album,2023-08-10
21661,12,Gata Only,FloyyMenor & Cris Mj,97,222000,single,2024-02-02
21662,13,Santa,Rvssian,84,193038,single,2024-04-03
21663,14,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
21664,15,LUNA,Feid,91,196800,album,2023-12-01
21665,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,69,218400,single,2024-06-27
21666,17,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21667,18,AMARGURA,KAROL G,87,170480,album,2023-02-24
21668,19,FRIKI,Gonzy,77,189066,single,2024-04-18
21669,20,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21670,21,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21671,22,YOTULOKO,Omar Montes & Rels B,73,213699,single,2024-07-11
21672,23,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21673,24,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21674,25,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21675,26,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21677,28,Columbia,Quevedo,85,186000,single,2023-07-07
21678,29,El Merengue,Marshmello,81,189668,album,2023-11-03
21679,30,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21680,31,Potra Salvaje,Isabel Aaiún,66,199624,album,2024-02-09
21681,32,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,68,230857,single,2024-07-11
21682,33,TQG,KAROL G,84,197933,album,2023-02-24
21684,35,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21685,36,2xLL,JC Reyes & YOVNGCHIMI & Slayter,70,178909,single,2024-07-05
21686,37,Mirame,Blessd & Ovy On The Drums,88,157453,single,2024-04-17
21687,38,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21688,39,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21689,40,MI EX TENÍA RAZÓN,KAROL G,85,154374,album,2023-08-10
21690,41,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21691,42,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21692,43,Lo Que Tiene,Morad & Beny Jr & Rvfv,79,259200,single,2024-03-08
21693,44,Diabólica,Cris Mj,77,192000,album,2023-11-09
21694,45,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21695,46,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21696,47,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21697,48,RUEDA,Rvfv,67,213120,album,2024-05-31
21698,49,PROVENZA,KAROL G,82,207626,album,2023-02-24
21699,50,Déjame Entrar,Rauw Alejandro,75,254705,single,2024-07-18
21700,1,Si Antes Te Hubiera Conocido,KAROL G,95,195824,single,2024-06-21
21701,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21702,3,HAY LUPITA,Lomiiel,83,105836,single,2024-03-28
21703,4,Ohnana,Kapo,84,156577,single,2024-06-06
21705,6,Tu Silueta,Diegote,76,170480,single,2024-07-12
21706,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21707,8,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21708,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21709,10,LA FALDA,Myke Towers,87,174229,album,2023-09-18
21710,11,QLONA,KAROL G,87,172797,album,2023-08-10
21711,12,La Bachata,Manuel Turizo,87,162637,album,2023-03-17
21712,13,LUNA,Feid,91,196800,album,2023-12-01
21713,14,Gata Only,FloyyMenor & Cris Mj,97,222000,single,2024-02-02
21714,15,Santa,Rvssian,84,193038,single,2024-04-03
21715,16,AMARGURA,KAROL G,87,170480,album,2023-02-24
21716,17,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,70,218400,single,2024-06-27
21717,18,FRIKI,Gonzy,77,189066,single,2024-04-18
21718,19,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21719,20,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21720,21,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21721,22,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21722,23,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21723,24,YOTULOKO,Omar Montes & Rels B,73,213699,single,2024-07-11
21724,25,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21725,26,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21726,27,El Merengue,Marshmello,81,189668,album,2023-11-03
21727,28,Columbia,Quevedo,85,186000,single,2023-07-07
21729,30,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21730,31,Potra Salvaje,Isabel Aaiún,66,199624,album,2024-02-09
21731,32,Mirame,Blessd & Ovy On The Drums,88,157453,single,2024-04-17
21732,33,LA CAPI,Myke Towers,75,202360,album,2023-09-18
21733,34,TQG,KAROL G,84,197933,album,2023-02-24
21734,35,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,68,230857,single,2024-07-11
21735,36,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21736,37,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21737,38,2xLL,JC Reyes & YOVNGCHIMI & Slayter,70,178909,single,2024-07-05
21739,40,Lo Que Tiene,Morad & Beny Jr & Rvfv,79,259200,single,2024-03-08
21740,41,MI EX TENÍA RAZÓN,KAROL G,85,154374,album,2023-08-10
21741,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21742,43,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21743,44,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21744,45,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21745,46,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21746,47,RUEDA,Rvfv,67,213120,album,2024-05-31
21747,48,PROVENZA,KAROL G,83,207626,album,2023-02-24
21748,49,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,80,215600,single,2023-05-12
21749,50,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21750,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21751,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21752,3,HAY LUPITA,Lomiiel,83,105836,single,2024-03-28
21753,4,Ohnana,Kapo,84,156577,single,2024-06-06
21755,6,Tu Silueta,Diegote,76,170480,single,2024-07-12
21756,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21757,8,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21758,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21759,10,LA FALDA,Myke Towers,87,174229,album,2023-09-18
21760,11,QLONA,KAROL G,87,172797,album,2023-08-10
21761,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21762,13,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21763,14,LUNA,Feid,91,196800,album,2023-12-01
21764,15,Santa,Rvssian,84,193038,single,2024-04-03
21765,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,71,218400,single,2024-06-27
21766,17,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21767,18,FRIKI,Gonzy,77,189066,single,2024-04-18
21768,19,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21769,20,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21770,21,AMARGURA,KAROL G,87,170480,album,2023-02-24
21771,22,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21772,23,YOTULOKO,Omar Montes & Rels B,73,213699,single,2024-07-11
21773,24,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21774,25,Columbia,Quevedo,84,186000,single,2023-07-07
21775,26,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21776,27,El Merengue,Marshmello,81,189668,album,2023-11-03
21777,28,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21778,29,Mirame,Blessd & Ovy On The Drums,88,157453,single,2024-04-17
21780,31,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21781,32,Potra Salvaje,Isabel Aaiún,66,199624,album,2024-02-09
21782,33,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21783,34,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,68,230857,single,2024-07-11
21784,35,2xLL,JC Reyes & YOVNGCHIMI & Slayter,70,178909,single,2024-07-05
21785,36,TQG,KAROL G,84,197933,album,2023-02-24
21786,37,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21788,39,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21789,40,Suano,NTG & Amenazzy,75,137264,single,2024-03-24
21790,41,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21791,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21792,43,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21793,44,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21794,45,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21795,46,PROVENZA,KAROL G,82,207626,album,2023-02-24
21796,47,MI EX TENÍA RAZÓN,KAROL G,85,154374,album,2023-08-10
21797,48,RUEDA,Rvfv,66,213120,album,2024-05-31
21798,49,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,79,215600,single,2023-05-12
21799,50,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21800,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21801,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21802,3,HAY LUPITA,Lomiiel,83,105836,single,2024-03-28
21803,4,Ohnana,Kapo,84,156577,single,2024-06-06
21805,6,Tu Silueta,Diegote,76,170480,single,2024-07-12
21806,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21807,8,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21808,9,BADGYAL,SAIKO,82,253962,album,2024-04-26
21809,10,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21810,11,QLONA,KAROL G,87,172797,album,2023-08-10
21811,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21812,13,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21813,14,LUNA,Feid,90,196800,album,2023-12-01
21814,15,Santa,Rvssian,84,193038,single,2024-04-03
21815,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,71,218400,single,2024-06-27
21816,17,Rapido (with Cris Mj),Dei V,79,146000,album,2024-06-14
21817,18,FRIKI,Gonzy,76,189066,single,2024-04-18
21818,19,1000COSAS,Lola Indigo & Manuel Turizo,76,239482,single,2024-03-07
21819,20,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21820,21,AMARGURA,KAROL G,87,170480,album,2023-02-24
21821,22,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,77,208133,single,2024-02-29
21822,23,YOTULOKO,Omar Montes & Rels B,73,213699,single,2024-07-11
21823,24,EL PANTALON - RUMBAS,Omar Montes,70,193066,album,2024-05-30
21824,25,Columbia,Quevedo,84,186000,single,2023-07-07
21825,26,El Conjuntito,El Bobe & Omar Montes,75,158711,single,2024-03-22
21826,27,El Merengue,Marshmello,81,189668,album,2023-11-03
21827,28,ADIVINO,Myke Towers & Bad Bunny,89,278644,single,2024-04-25
21828,29,Mirame,Blessd & Ovy On The Drums,88,157453,single,2024-04-17
21830,31,COMUNA 3,JC Reyes & The Rudeboyz,74,154128,single,2024-05-09
21831,32,Potra Salvaje,Isabel Aaiún,65,199624,album,2024-02-09
21832,33,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21833,34,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,68,230857,single,2024-07-11
21834,35,2xLL,JC Reyes & YOVNGCHIMI & Slayter,70,178909,single,2024-07-05
21835,36,TQG,KAROL G,83,197933,album,2023-02-24
21836,37,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21838,39,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21839,40,Suano,NTG & Amenazzy,75,137264,single,2024-03-24
21840,41,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21841,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21842,43,TU$$I (with Dei V),YOVNGCHIMI,76,163200,album,2023-12-08
21843,44,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21844,45,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21845,46,PROVENZA,KAROL G,82,207626,album,2023-02-24
21846,47,MI EX TENÍA RAZÓN,KAROL G,84,154374,album,2023-08-10
21847,48,RUEDA,Rvfv,66,213120,album,2024-05-31
21848,49,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,79,215600,single,2023-05-12
21849,50,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21850,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21851,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21852,3,Ohnana,Kapo,85,156577,single,2024-06-06
21853,4,HAY LUPITA,Lomiiel,83,105836,single,2024-03-28
21854,5,Tu Silueta,Diegote,76,170480,single,2024-07-12
21855,6,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21856,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21857,8,BADGYAL,SAIKO,82,253962,album,2024-04-26
21859,10,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21860,11,LUNA,Feid,91,196800,album,2023-12-01
21861,12,Santa,Rvssian,84,193038,single,2024-04-03
21862,13,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21863,14,FRIKI,Gonzy,77,189066,single,2024-04-18
21864,15,QLONA,KAROL G,87,172797,album,2023-08-10
21865,16,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21866,17,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21867,18,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,71,218400,single,2024-06-27
21868,19,AMARGURA,KAROL G,87,170480,album,2023-02-24
21869,20,1000COSAS,Lola Indigo & Manuel Turizo,76,239482,single,2024-03-07
21870,21,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21871,22,ADIVINO,Myke Towers & Bad Bunny,89,278644,single,2024-04-25
21872,23,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,77,208133,single,2024-02-29
21873,24,El Conjuntito,El Bobe & Omar Montes,75,158711,single,2024-03-22
21874,25,YOTULOKO,Omar Montes & Rels B,74,213699,single,2024-07-11
21875,26,COMUNA 3,JC Reyes & The Rudeboyz,74,154128,single,2024-05-09
21877,28,Columbia,Quevedo,84,186000,single,2023-07-07
21878,29,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,69,230857,single,2024-07-11
21879,30,EL PANTALON - RUMBAS,Omar Montes,70,193066,album,2024-05-30
21880,31,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21881,32,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21882,33,El Merengue,Marshmello,81,189668,album,2023-11-03
21883,34,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21884,35,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21885,36,Potra Salvaje,Isabel Aaiún,66,199624,album,2024-02-09
21886,37,2xLL,JC Reyes & YOVNGCHIMI & Slayter,70,178909,single,2024-07-05
21887,38,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21888,39,Diabólica,Cris Mj,77,192000,album,2023-11-09
21889,40,Luna llena,Beny Jr,69,169846,album,2024-02-15
21890,41,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21891,42,Suano,NTG & Amenazzy,75,137264,single,2024-03-24
21892,43,TQG,KAROL G,84,197933,album,2023-02-24
21893,44,RUEDA,Rvfv,66,213120,album,2024-05-31
21894,45,Manos Rotas,DELLAFUENTE & Morad,74,168594,single,2023-11-16
21895,46,Capri Sun,B10 & Kilvertz,61,168727,single,2024-07-25
21896,47,MI EX TENÍA RAZÓN,KAROL G,85,154374,album,2023-08-10
21897,48,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21898,49,PELIGROSA,FloyyMenor,77,134930,single,2024-07-12
21900,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21901,2,Ohnana,Kapo,85,156577,single,2024-06-06
21902,3,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21903,4,HAY LUPITA,Lomiiel,84,105836,single,2024-03-28
21904,5,Tu Silueta,Diegote,77,170480,single,2024-07-12
21905,6,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21906,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21907,8,BADGYAL,SAIKO,82,253962,album,2024-04-26
21909,10,LA FALDA,Myke Towers,87,174229,album,2023-09-18
21910,11,Santa,Rvssian,84,193038,single,2024-04-03
21911,12,FRIKI,Gonzy,77,189066,single,2024-04-18
21912,13,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21913,14,LUNA,Feid,91,196800,album,2023-12-01
21914,15,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21915,16,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21916,17,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,72,218400,single,2024-06-27
21917,18,QLONA,KAROL G,87,172797,album,2023-08-10
21918,19,AMARGURA,KAROL G,87,170480,album,2023-02-24
21919,20,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21920,21,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21921,22,ADIVINO,Myke Towers & Bad Bunny,89,278644,single,2024-04-25
21922,23,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21923,24,El Conjuntito,El Bobe & Omar Montes,75,158711,single,2024-03-22
21924,25,YOTULOKO,Omar Montes & Rels B,74,213699,single,2024-07-11
21925,26,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,69,230857,single,2024-07-11
21926,27,COMUNA 3,JC Reyes & The Rudeboyz,74,154128,single,2024-05-09
21927,28,Columbia,Quevedo,84,186000,single,2023-07-07
21929,30,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21930,31,EL PANTALON - RUMBAS,Omar Montes,70,193066,album,2024-05-30
21931,32,El Merengue,Marshmello,81,189668,album,2023-11-03
21932,33,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21933,34,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21934,35,Potra Salvaje,Isabel Aaiún,66,199624,album,2024-02-09
21935,36,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21936,37,2xLL,JC Reyes & YOVNGCHIMI & Slayter,71,178909,single,2024-07-05
21937,38,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21938,39,Luna llena,Beny Jr,70,169846,album,2024-02-15
21939,40,Diabólica,Cris Mj,77,192000,album,2023-11-09
21940,41,Capri Sun,B10 & Kilvertz,62,168727,single,2024-07-25
21941,42,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21942,43,RUEDA,Rvfv,66,213120,album,2024-05-31
21943,44,Manos Rotas,DELLAFUENTE & Morad,74,168594,single,2023-11-16
21944,45,Suano,NTG & Amenazzy,75,137264,single,2024-03-24
21945,46,Cúrame,Rauw Alejandro,82,164705,album,2021-12-10
21946,47,TQG,KAROL G,84,197933,album,2023-02-24
21947,48,PELIGROSA,FloyyMenor,77,134930,single,2024-07-12
21948,49,Mi Luz (ft. Rels B),Rvfv,76,168000,album,2022-01-28
21949,50,MIENTRAS ME CURO DEL CORA,KAROL G,82,164386,album,2023-02-24
21950,1,Si Antes Te Hubiera Conocido,KAROL G,95,195824,single,2024-06-21
21951,2,Ohnana,Kapo,86,156577,single,2024-06-06
21952,3,Goteras,Omar Montes & JC Reyes,81,216450,single,2024-06-27
21953,4,HAY LUPITA,Lomiiel,84,105836,single,2024-03-28
21954,5,Tu Silueta,Diegote,77,170480,single,2024-07-12
21955,6,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21956,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21957,8,BADGYAL,SAIKO,83,253962,album,2024-04-26
21959,10,LA FALDA,Myke Towers,87,174229,album,2023-09-18
21960,11,Santa,Rvssian,84,193038,single,2024-04-03
21961,12,FRIKI,Gonzy,77,189066,single,2024-04-18
21962,13,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21963,14,LUNA,Feid,91,196800,album,2023-12-01
